A,PMR446 Ch5,Ch5/6,446.05625,446.05625,82.5,0
A,PMR446 Ch5,Ch5/7,446.05625,446.05625,85.4,0
A,PMR446 Ch5,Ch5/8,446.05625,446.05625,88.5,0
A,PMR446 Ch5,Ch5/9,446.05625,446.05625,91.5,0
A,PMR446 Ch5,Ch5/10,446.05625,446.05625,94.8,0
A,PMR446 Ch5,Ch5/11,446.05625,446.05625,97.4,0
A,PMR446 Ch5,Ch5/12,446.05625,446.05625,100.0,0
A,PMR446 Ch5,Ch5/13,446.05625,446.05625,103.5,0
A,PMR446 Ch5,Ch5/14,446.05625,446.05625,107.2,0
A,PMR446 Ch5,Ch5/15,446.05625,446.05625,110.9,0
A,PMR446 Ch5,Ch5/16,446.05625,446.05625,114.8,0
A,PMR446 Ch5,Ch5/17,446.05625,446.05625,118.8,0
A,PMR446 Ch5,Ch5/18,446.05625,446.05625,123.0,0
A,PMR446 Ch5,Ch5/19,446.05625,446.05625,127.3,0
A,PMR446 Ch5,Ch5/20,446.05625,446.05625,131.8,0
A,PMR446 Ch5,Ch5/21,446.05625,446.05625,136.5,0
A,PMR446 Ch5,Ch5/22,446.05625,446.05625,141.3,0
A,PMR446 Ch5,Ch5/23,446.05625,446.05625,146.2,0
A,PMR446 Ch5,Ch5/24,446.05625,446.05625,151.4,0
A,PMR446 Ch5,Ch5/25,446.05625,446.05625,156.7,0
A,PMR446 Ch5,Ch5/26,446.05625,446.05625,162.2,0
A,PMR446 Ch5,Ch5/27,446.05625,446.05625,167.9,0
A,PMR446 Ch5,Ch5/28,446.05625,446.05625,173.8,0
A,PMR446 Ch5,Ch5/29,446.05625,446.05625,179.9,0
A,PMR446 Ch5,Ch5/30,446.05625,446.05625,186.2,0
A,PMR446 Ch5,Ch5/31,446.05625,446.05625,192.8,0
A,PMR446 Ch5,Ch5/32,446.05625,446.05625,203.5,0
A,PMR446 Ch5,Ch5/33,446.05625,446.05625,210.7,0
A,PMR446 Ch5,Ch5/34,446.05625,446.05625,218.1,0
A,PMR446 Ch5,Ch5/35,446.05625,446.05625,225.7,0
A,PMR446 Ch5,Ch5/36,446.05625,446.05625,233.6,0
A,PMR446 Ch5,Ch5/37,446.05625,446.05625,241.8,0
A,PMR446 Ch5,Ch5/38,446.05625,446.05625,250.3,0
A,PMR446 Ch6,Ch6/No Tone,446.06875,446.06875,0,1
A,PMR446 Ch6,Ch6/1,446.06875,446.06875,67.0,0
A,PMR446 Ch6,Ch6/2,446.06875,446.06875,71.9,0
A,PMR446 Ch6,Ch6/3,446.06875,446.06875,74.4,0
A,PMR446 Ch6,Ch6/4,446.06875,446.06875,77.0,0
A,PMR446 Ch6,Ch6/5,446.06875,446.06875,79.7,0
A,PMR446 Ch6,Ch6/6,446.06875,446.06875,82.5,0
A,PMR446 Ch6,Ch6/7,446.06875,446.06875,85.4,0
A,PMR446 Ch6,Ch6/8,446.06875,446.06875,88.5,0
A,PMR446 Ch6,Ch6/9,446.06875,446.06875,91.5,0
A,PMR446 Ch6,Ch6/10,446.06875,446.06875,94.8,0
A,PMR446 Ch6,Ch6/11,446.06875,446.06875,97.4,0
A,PMR446 Ch6,Ch6/12,446.06875,446.06875,100.0,0
A,PMR446 Ch6,Ch6/13,446.06875,446.06875,103.5,0
A,PMR446 Ch6,Ch6/14,446.06875,446.06875,107.2,0
A,PMR446 Ch6,Ch6/15,446.06875,446.06875,110.9,0
A,PMR446 Ch6,Ch6/16,446.06875,446.06875,114.8,0
A,PMR446 Ch6,Ch6/17,446.06875,446.06875,118.8,0
A,PMR446 Ch6,Ch6/18,446.06875,446.06875,123.0,0
A,PMR446 Ch6,Ch6/19,446.06875,446.06875,127.3,0
A,PMR446 Ch6,Ch6/20,446.06875,446.06875,131.8,0
A,PMR446 Ch6,Ch6/21,446.06875,446.06875,136.5,0
A,PMR446 Ch6,Ch6/22,446.06875,446.06875,141.3,0
A,PMR446 Ch6,Ch6/23,446.06875,446.06875,146.2,0
A,PMR446 Ch6,Ch6/24,446.06875,446.06875,151.4,0
A,PMR446 Ch6,Ch6/25,446.06875,446.06875,156.7,0
A,PMR446 Ch6,Ch6/26,446.06875,446.06875,162.2,0
A,PMR446 Ch6,Ch6/27,446.06875,446.06875,167.9,0
A,PMR446 Ch6,Ch6/28,446.06875,446.06875,173.8,0
A,PMR446 Ch6,Ch6/29,446.06875,446.06875,179.9,0
A,PMR446 Ch6,Ch6/30,446.06875,446.06875,186.2,0
A,PMR446 Ch6,Ch6/31,446.06875,446.06875,192.8,0
A,PMR446 Ch6,Ch6/32,446.06875,446.06875,203.5,0
A,PMR446 Ch6,Ch6/33,446.06875,446.06875,210.7,0
A,PMR446 Ch6,Ch6/34,446.06875,446.06875,218.1,0
A,PMR446 Ch6,Ch6/35,446.06875,446.06875,225.7,0
A,PMR446 Ch6,Ch6/36,446.06875,446.06875,233.6,0
A,PMR446 Ch6,Ch6/37,446.06875,446.06875,241.8,0
A,PMR446 Ch6,Ch6/38,446.06875,446.06875,250.3,0
A,PMR446 Ch7,Ch7/No Tone,446.08125,446.08125,0,1
A,PMR446 Ch7,Ch7/1,446.08125,446.08125,67.0,0
A,PMR446 Ch7,Ch7/2,446.08125,446.08125,71.9,0
A,PMR446 Ch7,Ch7/3,446.08125,446.08125,74.4,0
A,PMR446 Ch7,Ch7/4,446.08125,446.08125,77.0,0
A,PMR446 Ch7,Ch7/5,446.08125,446.08125,79.7,0
A,PMR446 Ch7,Ch7/6,446.08125,446.08125,82.5,0
A,PMR446 Ch7,Ch7/7,446.08125,446.08125,85.4,0
A,PMR446 Ch7,Ch7/8,446.08125,446.08125,88.5,0
A,PMR446 Ch7,Ch7/9,446.08125,446.08125,91.5,0
A,PMR446 Ch7,Ch7/10,446.08125,446.08125,94.8,0
A,PMR446 Ch7,Ch7/11,446.08125,446.08125,97.4,0
A,PMR446 Ch7,Ch7/12,446.08125,446.08125,100.0,0
A,PMR446 Ch7,Ch7/13,446.08125,446.08125,103.5,0
A,PMR446 Ch7,Ch7/14,446.08125,446.08125,107.2,0
A,PMR446 Ch7,Ch7/15,446.08125,446.08125,110.9,0
A,PMR446 Ch7,Ch7/16,446.08125,446.08125,114.8,0
A,PMR446 Ch7,Ch7/17,446.08125,446.08125,118.8,0
A,PMR446 Ch7,Ch7/18,446.08125,446.08125,123.0,0
A,PMR446 Ch7,Ch7/19,446.08125,446.08125,127.3,0
A,PMR446 Ch7,Ch7/20,446.08125,446.08125,131.8,0
A,PMR446 Ch7,Ch7/21,446.08125,446.08125,136.5,0
A,PMR446 Ch7,Ch7/22,446.08125,446.08125,141.3,0
A,PMR446 Ch7,Ch7/23,446.08125,446.08125,146.2,0
A,PMR446 Ch7,Ch7/24,446.08125,446.08125,151.4,0
A,PMR446 Ch7,Ch7/25,446.08125,446.08125,156.7,0
A,PMR446 Ch7,Ch7/26,446.08125,446.08125,162.2,0
A,PMR446 Ch7,Ch7/27,446.08125,446.08125,167.9,0
A,PMR446 Ch7,Ch7/28,446.08125,446.08125,173.8,0
A,PMR446 Ch7,Ch7/29,446.08125,446.08125,179.9,0
A,PMR446 Ch7,Ch7/30,446.08125,446.08125,186.2,0
A,PMR446 Ch7,Ch7/31,446.08125,446.08125,192.8,0
A,PMR446 Ch7,Ch7/32,446.08125,446.08125,203.5,0
A,PMR446 Ch7,Ch7/33,446.08125,446.08125,210.7,0
A,PMR446 Ch7,Ch7/34,446.08125,446.08125,218.1,0
A,PMR446 Ch7,Ch7/35,446.08125,446.08125,225.7,0
A,PMR446 Ch7,Ch7/36,446.08125,446.08125,233.6,0
A,PMR446 Ch7,Ch7/37,446.08125,446.08125,241.8,0
A,PMR446 Ch7,Ch7/38,446.08125,446.08125,250.3,0
A,PMR446 Ch8,Ch8/No Tone,446.09375,446.09375,0,1
A,PMR446 Ch8,Ch8/1,446.09375,446.09375,67.0,0
A,PMR446 Ch8,Ch8/2,446.09375,446.09375,71.9,0
A,PMR446 Ch8,Ch8/3,446.09375,446.09375,74.4,0
A,PMR446 Ch8,Ch8/4,446.09375,446.09375,77.0,0
A,PMR446 Ch8,Ch8/5,446.09375,446.09375,79.7,0
A,PMR446 Ch8,Ch8/6,446.09375,446.09375,82.5,0
A,PMR446 Ch8,Ch8/7,446.09375,446.09375,85.4,0
A,PMR446 Ch8,Ch8/8,446.09375,446.09375,88.5,0
A,PMR446 Ch8,Ch8/9,446.09375,446.09375,91.5,0
A,PMR446 Ch8,Ch8/10,446.09375,446.09375,94.8,0
A,PMR446 Ch8,Ch8/11,446.09375,446.09375,97.4,0
A,PMR446 Ch8,Ch8/12,446.09375,446.09375,100.0,0
A,PMR446 Ch8,Ch8/13,446.09375,446.09375,103.5,0
A,PMR446 Ch8,Ch8/14,446.09375,446.09375,107.2,0
A,PMR446 Ch8,Ch8/15,446.09375,446.09375,110.9,0
A,PMR446 Ch8,Ch8/16,446.09375,446.09375,114.8,0
A,PMR446 Ch8,Ch8/17,446.09375,446.09375,118.8,0
A,PMR446 Ch8,Ch8/18,446.09375,446.09375,123.0,0
A,PMR446 Ch8,Ch8/19,446.09375,446.09375,127.3,0
A,PMR446 Ch8,Ch8/20,446.09375,446.09375,131.8,0
A,PMR446 Ch8,Ch8/21,446.09375,446.09375,136.5,0
A,PMR446 Ch8,Ch8/22,446.09375,446.09375,141.3,0
A,PMR446 Ch8,Ch8/23,446.09375,446.09375,146.2,0
A,PMR446 Ch8,Ch8/24,446.09375,446.09375,151.4,0
A,PMR446 Ch8,Ch8/25,446.09375,446.09375,156.7,0
A,PMR446 Ch8,Ch8/26,446.09375,446.09375,162.2,0
A,PMR446 Ch8,Ch8/27,446.09375,446.09375,167.9,0
A,PMR446 Ch8,Ch8/28,446.09375,446.09375,173.8,0
A,PMR446 Ch8,Ch8/29,446.09375,446.09375,179.9,0
A,PMR446 Ch8,Ch8/30,446.09375,446.09375,186.2,0
A,PMR446 Ch8,Ch8/31,446.09375,446.09375,192.8,0
A,PMR446 Ch8,Ch8/32,446.09375,446.09375,203.5,0
A,PMR446 Ch8,Ch8/33,446.09375,446.09375,210.7,0
A,PMR446 Ch8,Ch8/34,446.09375,446.09375,218.1,0
A,PMR446 Ch8,Ch8/35,446.09375,446.09375,225.7,0
A,PMR446 Ch8,Ch8/36,446.09375,446.09375,233.6,0
A,PMR446 Ch8,Ch8/37,446.09375,446.09375,241.8,0
A,PMR446 Ch8,Ch8/38,446.09375,446.09375,250.3,0
D,DPMR,Ch1,446.10625,446.10625,1,DPMR,1
D,DPMR,Ch2,446.11875,446.11875,1,DPMR,1
D,DPMR,Ch3,446.13125,446.13125,1,DPMR,1
D,DPMR,Ch4,446.14375,446.14375,1,DPMR,1
D,DPMR,Ch5,446.15625,446.15625,1,DPMR,1
D,DPMR,Ch6,446.16875,446.16875,1,DPMR,1
D,DPMR,Ch7,446.18125,446.18125,1,DPMR,1
D,DPMR,Ch8,446.19375,446.19375,1,DPMR,1
